idx,title_raw,text_raw,title,text,content,_topic_
6284479,"

                    Substitutes for modified starch and latexes in paper manufacture                
","
            The present invention provides methods of making paper, utilizing glucans, produced by the glucosyltransferase B, C or D enzyme of the species Streptococcus mutans, instead of modified starches. The present glucans are functionally similar to currently utilized modified starches and are particularly useful in the coating step of paper manufacture. The present glucans also exhibit thermoplastic properties and impart gloss to the paper during the coating step.        ",substitutes for modified starch and latexes in paper manufacture,"the present invention provides methods of making paper, utilizing glucans, produced by the glucosyltransferase b, c or d enzyme of the species streptococcus mutans, instead of modified starches. the present glucans are functionally similar to currently utilized modified starches and are particularly useful in the coating step of paper manufacture. the present glucans also exhibit thermoplastic properties and impart gloss to the paper during the coating step.","substitutes for modified starch and latexes in paper manufacture the present invention provides methods of making paper, utilizing glucans, produced by the glucosyltransferase b, c or d enzyme of the species streptococcus mutans, instead of modified starches. the present glucans are functionally similar to currently utilized modified starches and are particularly useful in the coating step of paper manufacture. the present glucans also exhibit thermoplastic properties and impart gloss to the paper during the coating step.",plant_corn_invention; method_crop_use; image_spatial_acid; soybean_acid_composition; gene_method_growth; seed_plant_method; base_information_back; acid_soybean_content; say_modify_comprise; include_second_first; grass_use_effective; soybean_product_content; combination_reduce_temperature; value_area_use; level_feature_maintain; nitrogen_make_calcium
6558705,"

                    Composition for reducing evaporation at sites both on land and open water                
","
            Parent disclosure, now U.S. Pat. No. 6,303,133 B1, taught a calcium hydroxide containing evaporation retardant having particles that mutually repel one another because of water-induced ionization. Calcium hydroxide makes the retardant unsuitable for treating overly alkaline agricultural soil, and to substitute plain calcium sulfate for calcium hydroxide would degrade the particle repulsion effect. Substitutable acidified gypsum is made by absorbing about 5 milliliters sulfuric acid per 300 grams calcium sulfate. Blending unemulsified detergent range alcohol in a parts by weight ratio of about one-to-ten with the acidified gypsum produces a soil treatment product for suppressing evaporation of water from treated soil without impairing water infiltration into the same soil.        ",composition for reducing evaporation at sites both on land and open water,"parent disclosure, now u.s. pat. no. 6,303,133 b1, taught a calcium hydroxide containing evaporation retardant having particles that mutually repel one another because of water-induced ionization. calcium hydroxide makes the retardant unsuitable for treating overly alkaline agricultural soil, and to substitute plain calcium sulfate for calcium hydroxide would degrade the particle repulsion effect. substitutable acidified gypsum is made by absorbing about 5 milliliters sulfuric acid per 300 grams calcium sulfate. blending unemulsified detergent range alcohol in a parts by weight ratio of about one-to-ten with the acidified gypsum produces a soil treatment product for suppressing evaporation of water from treated soil without impairing water infiltration into the same soil.","composition for reducing evaporation at sites both on land and open water parent disclosure, now u.s. pat. no. 6,303,133 b1, taught a calcium hydroxide containing evaporation retardant having particles that mutually repel one another because of water-induced ionization. calcium hydroxide makes the retardant unsuitable for treating overly alkaline agricultural soil, and to substitute plain calcium sulfate for calcium hydroxide would degrade the particle repulsion effect. substitutable acidified gypsum is made by absorbing about 5 milliliters sulfuric acid per 300 grams calcium sulfate. blending unemulsified detergent range alcohol in a parts by weight ratio of about one-to-ten with the acidified gypsum produces a soil treatment product for suppressing evaporation of water from treated soil without impairing water infiltration into the same soil.",water_soil_plant; nitrogen_make_calcium; seed_plant_method; base_information_back; soybean_product_content; combination_reduce_temperature; plurality_equipment_datum; say_modify_comprise; plant_corn_invention; grass_use_effective; gene_method_growth; level_feature_maintain; image_spatial_acid; soybean_acid_composition; acid_soybean_content; method_crop_use
5367905,"

                    Sap flow gauge                
","
            A sap flow gauge (10) which can accommodate stem or other plant parts (S, S') of very small and/or varying cross-sectional configuration is provided which includes a generally U-shaped body (12) presenting a central bight portion (50), a pair of spaced, opposed legs (52, 54) and a stem-receiving passageway (56). The body (12) preferably includes a pair of spaced, endmost filler pads (16, 18) which support a bridging strip-type resistance heater (28). The heater (28) has one end thereof affixed to an adjacent filler pad (16), with the remaining end of the heater (28) thereof being free. A flux sensing thermopile (40), as well as spaced, temperature differential sensing thermocouple pairs (44, 46) are also supported by the central bight region of the body (12). In practice, the gauge (10) is applied to a stem (S, S') by wrapping the body (12) around the stem (S, S') with strip heater (28) in engagement with the stem (S, S'); the filler pads (16, 18), together with the free end of the strip heater (28) insure close, conforming, heat transfer engagement between the strip heater (28) and the stem (S, S').        ",sap flow gauge,"a sap flow gauge (10) which can accommodate stem or other plant parts (s, s') of very small and/or varying cross-sectional configuration is provided which includes a generally u-shaped body (12) presenting a central bight portion (50), a pair of spaced, opposed legs (52, 54) and a stem-receiving passageway (56). the body (12) preferably includes a pair of spaced, endmost filler pads (16, 18) which support a bridging strip-type resistance heater (28). the heater (28) has one end thereof affixed to an adjacent filler pad (16), with the remaining end of the heater (28) thereof being free. a flux sensing thermopile (40), as well as spaced, temperature differential sensing thermocouple pairs (44, 46) are also supported by the central bight region of the body (12). in practice, the gauge (10) is applied to a stem (s, s') by wrapping the body (12) around the stem (s, s') with strip heater (28) in engagement with the stem (s, s'); the filler pads (16, 18), together with the free end of the strip heater (28) insure close, conforming, heat transfer engagement between the strip heater (28) and the stem (s, s').","sap flow gauge a sap flow gauge (10) which can accommodate stem or other plant parts (s, s') of very small and/or varying cross-sectional configuration is provided which includes a generally u-shaped body (12) presenting a central bight portion (50), a pair of spaced, opposed legs (52, 54) and a stem-receiving passageway (56). the body (12) preferably includes a pair of spaced, endmost filler pads (16, 18) which support a bridging strip-type resistance heater (28). the heater (28) has one end thereof affixed to an adjacent filler pad (16), with the remaining end of the heater (28) thereof being free. a flux sensing thermopile (40), as well as spaced, temperature differential sensing thermocouple pairs (44, 46) are also supported by the central bight region of the body (12). in practice, the gauge (10) is applied to a stem (s, s') by wrapping the body (12) around the stem (s, s') with strip heater (28) in engagement with the stem (s, s'); the filler pads (16, 18), together with the free end of the strip heater (28) insure close, conforming, heat transfer engagement between the strip heater (28) and the stem (s, s').",method_crop_use; gene_method_growth; grass_use_effective; say_modify_comprise; soybean_product_content; seed_plant_method; include_second_first; plurality_equipment_datum; water_soil_plant; plant_corn_invention; least_time_control; soybean_acid_composition; value_area_use; combination_reduce_temperature
5977443,"

                    Aphid resistance in composites                
","
            A plant in the Compositae family in which the Nr gene, for resistance to Nasonovia ribisnigri (a troublesome lettuce aphid) is present without any associated genetic information responsible for ""Compact growth and Rapid Aging,"" or CRA, at least to the extent that the CRA phenotype is not expressed. The resistance gene preferably originates from L. virosa. The removal or change of the genetic information resulting in the CRA phenotype is caused by recombination event(s) in the vicinity of the gene. Plants are generally selected in which one or more recombination events have taken place, either in the same or in successive generations. Such recombination events may be accomplished either by meiotic crossing-over or by the use of molecular biology tools such as the AFLP technique known in the art.        ",aphid resistance in composites,"a plant in the compositae family in which the nr gene, for resistance to nasonovia ribisnigri (a troublesome lettuce aphid) is present without any associated genetic information responsible for ""compact growth and rapid aging,"" or cra, at least to the extent that the cra phenotype is not expressed. the resistance gene preferably originates from l. virosa. the removal or change of the genetic information resulting in the cra phenotype is caused by recombination event(s) in the vicinity of the gene. plants are generally selected in which one or more recombination events have taken place, either in the same or in successive generations. such recombination events may be accomplished either by meiotic crossing-over or by the use of molecular biology tools such as the aflp technique known in the art.","aphid resistance in composites a plant in the compositae family in which the nr gene, for resistance to nasonovia ribisnigri (a troublesome lettuce aphid) is present without any associated genetic information responsible for ""compact growth and rapid aging,"" or cra, at least to the extent that the cra phenotype is not expressed. the resistance gene preferably originates from l. virosa. the removal or change of the genetic information resulting in the cra phenotype is caused by recombination event(s) in the vicinity of the gene. plants are generally selected in which one or more recombination events have taken place, either in the same or in successive generations. such recombination events may be accomplished either by meiotic crossing-over or by the use of molecular biology tools such as the aflp technique known in the art.",method_crop_use; gene_method_growth; grass_use_effective; say_modify_comprise; soybean_product_content; combination_reduce_temperature; value_area_use; level_feature_maintain; solar_estimate_capture; base_information_back; least_time_control; acid_soybean_content; seed_plant_method; water_soil_plant; plant_corn_invention; include_second_first; soybean_acid_composition
10785939,"

                    Inbred corn line BHH069                
","
            An inbred corn line designated BHH069 is disclosed. The invention relates to the plants and seeds of inbred corn line BHH069 and methods for producing a corn plant by crossing inbred corn line BHH069 with itself or with another corn plant. The invention also relates to methods for producing a corn plant containing in its genetic material one or more additional traits and to the corn plants and plant parts produced by those methods. The invention also relates to corn plants and plant parts derived from inbred corn line BHH069 and to methods for producing other corn plants or plant parts derived from inbred corn line BHH069, and to the corn plants and parts derived from those methods. The invention further relates to hybrid corn seeds, plants, and plant parts produced by crossing inbred corn line BHH069 or a locus conversion of BHH069 with another corn line.         ",inbred corn line bhh069,"an inbred corn line designated bhh069 is disclosed. the invention relates to the plants and seeds of inbred corn line bhh069 and methods for producing a corn plant by crossing inbred corn line bhh069 with itself or with another corn plant. the invention also relates to methods for producing a corn plant containing in its genetic material one or more additional traits and to the corn plants and plant parts produced by those methods. the invention also relates to corn plants and plant parts derived from inbred corn line bhh069 and to methods for producing other corn plants or plant parts derived from inbred corn line bhh069, and to the corn plants and parts derived from those methods. the invention further relates to hybrid corn seeds, plants, and plant parts produced by crossing inbred corn line bhh069 or a locus conversion of bhh069 with another corn line.","inbred corn line bhh069 an inbred corn line designated bhh069 is disclosed. the invention relates to the plants and seeds of inbred corn line bhh069 and methods for producing a corn plant by crossing inbred corn line bhh069 with itself or with another corn plant. the invention also relates to methods for producing a corn plant containing in its genetic material one or more additional traits and to the corn plants and plant parts produced by those methods. the invention also relates to corn plants and plant parts derived from inbred corn line bhh069 and to methods for producing other corn plants or plant parts derived from inbred corn line bhh069, and to the corn plants and parts derived from those methods. the invention further relates to hybrid corn seeds, plants, and plant parts produced by crossing inbred corn line bhh069 or a locus conversion of bhh069 with another corn line.",plant_corn_invention; method_crop_use; image_spatial_acid; soybean_acid_composition; gene_method_growth; seed_plant_method; base_information_back; acid_soybean_content; say_modify_comprise; include_second_first; water_soil_plant; combination_reduce_temperature; soybean_product_content; nitrogen_make_calcium; plurality_equipment_datum
7842850,"

                    Methods for producing fertile crosses between wild and domestic soybean species                
","
            Methods for producing hybrids between domestic and wild soybean that are fertile and can be further bred with other soybean plants are provided, thus allowing transfer of desirable traits and genes from the wild soybean into the domestic soybean. This invention also provides novel media for producing callus and multiple somatic embryos, as well as novel media for producing multiple shoots from the embryos. The hybrid plants are made fertile by colchicine treatment to double their chromosome number so that they can be backcrossed into domestic soybean. These methods and media allow the production of elite soybean lines containing traits or genes from wild soybean as well as a minimum amount of additional wild soybean DNA. Backcrosses containing only one wild soybean chromosome can be produced, as well as sets of such backcrossed lines that each contain one chromosome from the wild ancestor, but collectively all the wild chromosomes from the hybrid ancestor. Plants and plant progeny and plant tissue (tissue including seeds) of plants produced by the foregoing methods are also provided. The methods do not require genetic modification, and thus this invention allows production of domestic soybean plants that are not genetically-modified organisms (non-GMO) but that express desirable traits derived from wild soybean.        ",methods for producing fertile crosses between wild and domestic soybean species,"methods for producing hybrids between domestic and wild soybean that are fertile and can be further bred with other soybean plants are provided, thus allowing transfer of desirable traits and genes from the wild soybean into the domestic soybean. this invention also provides novel media for producing callus and multiple somatic embryos, as well as novel media for producing multiple shoots from the embryos. the hybrid plants are made fertile by colchicine treatment to double their chromosome number so that they can be backcrossed into domestic soybean. these methods and media allow the production of elite soybean lines containing traits or genes from wild soybean as well as a minimum amount of additional wild soybean dna. backcrosses containing only one wild soybean chromosome can be produced, as well as sets of such backcrossed lines that each contain one chromosome from the wild ancestor, but collectively all the wild chromosomes from the hybrid ancestor. plants and plant progeny and plant tissue (tissue including seeds) of plants produced by the foregoing methods are also provided. the methods do not require genetic modification, and thus this invention allows production of domestic soybean plants that are not genetically-modified organisms (non-gmo) but that express desirable traits derived from wild soybean.","methods for producing fertile crosses between wild and domestic soybean species methods for producing hybrids between domestic and wild soybean that are fertile and can be further bred with other soybean plants are provided, thus allowing transfer of desirable traits and genes from the wild soybean into the domestic soybean. this invention also provides novel media for producing callus and multiple somatic embryos, as well as novel media for producing multiple shoots from the embryos. the hybrid plants are made fertile by colchicine treatment to double their chromosome number so that they can be backcrossed into domestic soybean. these methods and media allow the production of elite soybean lines containing traits or genes from wild soybean as well as a minimum amount of additional wild soybean dna. backcrosses containing only one wild soybean chromosome can be produced, as well as sets of such backcrossed lines that each contain one chromosome from the wild ancestor, but collectively all the wild chromosomes from the hybrid ancestor. plants and plant progeny and plant tissue (tissue including seeds) of plants produced by the foregoing methods are also provided. the methods do not require genetic modification, and thus this invention allows production of domestic soybean plants that are not genetically-modified organisms (non-gmo) but that express desirable traits derived from wild soybean.",plant_corn_invention; method_crop_use; image_spatial_acid; soybean_acid_composition; gene_method_growth; seed_plant_method; base_information_back; acid_soybean_content; say_modify_comprise; include_second_first; soybean_product_content; solar_estimate_capture; combination_reduce_temperature; plurality_equipment_datum; value_area_use; water_soil_plant; least_time_control; level_feature_maintain; grass_use_effective; nitrogen_make_calcium
7585660,"

                    Grass endophytes                
","
            The present invention relates to a combination of a Neotyphodium species endophyte or endophyte culture in a symbiotic association with a host grass which association does not cause symptoms of toxicosis in animals through exclusion of ergovaline but, due to the inclusion of alkaloids including agroclavine, setoclavine or isosetoclavine, retains the ability to resist abiotic stresses and protect the grass from pests.        ",grass endophytes,"the present invention relates to a combination of a neotyphodium species endophyte or endophyte culture in a symbiotic association with a host grass which association does not cause symptoms of toxicosis in animals through exclusion of ergovaline but, due to the inclusion of alkaloids including agroclavine, setoclavine or isosetoclavine, retains the ability to resist abiotic stresses and protect the grass from pests.","grass endophytes the present invention relates to a combination of a neotyphodium species endophyte or endophyte culture in a symbiotic association with a host grass which association does not cause symptoms of toxicosis in animals through exclusion of ergovaline but, due to the inclusion of alkaloids including agroclavine, setoclavine or isosetoclavine, retains the ability to resist abiotic stresses and protect the grass from pests.",method_crop_use; gene_method_growth; grass_use_effective; say_modify_comprise; plant_corn_invention; least_time_control; include_second_first; combination_reduce_temperature
6631585,"

                    Intercropping process                
","
            A novel process for successfully intercropping corn and soybean plants is described herein. For best ecological results, the corn and soybeans are planted at specific predetermined distances at the same time of year. The corn and soybeans create a microclimate of humidity, as well as a root system and groundcover which effectively resists drought and erosion. Another advantage is use of conservation tillage which is compatible with the ecological longterm advantages of intercropping commercial annual grains and legumes.        ",intercropping process,"a novel process for successfully intercropping corn and soybean plants is described herein. for best ecological results, the corn and soybeans are planted at specific predetermined distances at the same time of year. the corn and soybeans create a microclimate of humidity, as well as a root system and groundcover which effectively resists drought and erosion. another advantage is use of conservation tillage which is compatible with the ecological longterm advantages of intercropping commercial annual grains and legumes.","intercropping process a novel process for successfully intercropping corn and soybean plants is described herein. for best ecological results, the corn and soybeans are planted at specific predetermined distances at the same time of year. the corn and soybeans create a microclimate of humidity, as well as a root system and groundcover which effectively resists drought and erosion. another advantage is use of conservation tillage which is compatible with the ecological longterm advantages of intercropping commercial annual grains and legumes.",method_crop_use; plurality_equipment_datum; level_feature_maintain; least_time_control; soybean_product_content; combination_reduce_temperature; gene_method_growth; grass_use_effective; value_area_use; plant_corn_invention; water_soil_plant; seed_plant_method; include_second_first; image_spatial_acid; soybean_acid_composition; acid_soybean_content
5491081,"

                    Soybean cyst nematode resistant soybeans and methods of breeding and identifying resistant plants                
","
            A method for introgressing soybean cyst nematode resistance into elite soybean germplasm is disclosed. The method involves using genetically mapped loci associated with soybean cyst nematode resistance for marker-assisted selection during introgression of soybean cyst nematode resistance into elite soybean germplasm. Also disclosed are a method for confirming selection for soybean cyst nematode resistance; quantitative trait loci associated with soybean cyst nematode resistance; and soybean lines bred to be resistant to soybean cyst nematode infestation.        ",soybean cyst nematode resistant soybeans and methods of breeding and identifying resistant plants,a method for introgressing soybean cyst nematode resistance into elite soybean germplasm is disclosed. the method involves using genetically mapped loci associated with soybean cyst nematode resistance for marker-assisted selection during introgression of soybean cyst nematode resistance into elite soybean germplasm. also disclosed are a method for confirming selection for soybean cyst nematode resistance; quantitative trait loci associated with soybean cyst nematode resistance; and soybean lines bred to be resistant to soybean cyst nematode infestation.,soybean cyst nematode resistant soybeans and methods of breeding and identifying resistant plants a method for introgressing soybean cyst nematode resistance into elite soybean germplasm is disclosed. the method involves using genetically mapped loci associated with soybean cyst nematode resistance for marker-assisted selection during introgression of soybean cyst nematode resistance into elite soybean germplasm. also disclosed are a method for confirming selection for soybean cyst nematode resistance; quantitative trait loci associated with soybean cyst nematode resistance; and soybean lines bred to be resistant to soybean cyst nematode infestation.,plant_corn_invention; method_crop_use; image_spatial_acid; soybean_acid_composition; gene_method_growth; seed_plant_method; base_information_back; acid_soybean_content; say_modify_comprise; include_second_first; soybean_product_content; combination_reduce_temperature; grass_use_effective; value_area_use; level_feature_maintain; water_soil_plant
9953241,"

                    Systems and methods for satellite image processing to estimate crop yield                
","
            Systems and methods for generating a crop yield estimate for an area as small as an individual field from images captured by a satellite are disclosed. The system generates simulations of crop yields in a region that includes the area by applying combinations of different parameters to a crop yield models. Observable quantities for simulated yields are determined from the simulations. The simulations and the observable properties are used to train a statistic model for the region that has two or more variables. Images captured by a satellite that include at least a portion of the area are obtained. Crop information is then determined from the images and weather information associated with the dates that the images where captured is obtained. The statistical model is then applied to the crop information and the weather information to determine a crop yield estimate.         ",systems and methods for satellite image processing to estimate crop yield,systems and methods for generating a crop yield estimate for an area as small as an individual field from images captured by a satellite are disclosed. the system generates simulations of crop yields in a region that includes the area by applying combinations of different parameters to a crop yield models. observable quantities for simulated yields are determined from the simulations. the simulations and the observable properties are used to train a statistic model for the region that has two or more variables. images captured by a satellite that include at least a portion of the area are obtained. crop information is then determined from the images and weather information associated with the dates that the images where captured is obtained. the statistical model is then applied to the crop information and the weather information to determine a crop yield estimate.,systems and methods for satellite image processing to estimate crop yield systems and methods for generating a crop yield estimate for an area as small as an individual field from images captured by a satellite are disclosed. the system generates simulations of crop yields in a region that includes the area by applying combinations of different parameters to a crop yield models. observable quantities for simulated yields are determined from the simulations. the simulations and the observable properties are used to train a statistic model for the region that has two or more variables. images captured by a satellite that include at least a portion of the area are obtained. crop information is then determined from the images and weather information associated with the dates that the images where captured is obtained. the statistical model is then applied to the crop information and the weather information to determine a crop yield estimate.,method_crop_use; plurality_equipment_datum; level_feature_maintain; plant_corn_invention; image_spatial_acid; soybean_acid_composition; gene_method_growth; seed_plant_method; base_information_back; acid_soybean_content; say_modify_comprise; include_second_first; value_area_use; least_time_control; soybean_product_content; combination_reduce_temperature; grass_use_effective; solar_estimate_capture
8410444,"

                    Net solar radiometer with thermally balanced spectral response                
","
            Disclosed is a net radiometer that measures the net difference between incoming solar and outgoing terrestrial radiant flux energy in the combined short-wave and long-wave far infrared spectral range. In accordance with principles of the invention, a balanced net radiometer can be constructed where each thermal absorber is formed from two separate pieces joined together to form a single thermal mass. Within each thermal absorber, each piece is coated with a separate surface coating of different spectral sensitivity. By constructing an absorber from two separate pieces, it is possible to apply spectral coatings with different curing characteristics, to thermal absorber that acts as a single thermal mass. The pieces within each thermal absorber are sized in a proportion that thermally balances the absorber's thermal sensitivity between short-wave and long-wave far infrared radiant energy.         ",net solar radiometer with thermally balanced spectral response,"disclosed is a net radiometer that measures the net difference between incoming solar and outgoing terrestrial radiant flux energy in the combined short-wave and long-wave far infrared spectral range. in accordance with principles of the invention, a balanced net radiometer can be constructed where each thermal absorber is formed from two separate pieces joined together to form a single thermal mass. within each thermal absorber, each piece is coated with a separate surface coating of different spectral sensitivity. by constructing an absorber from two separate pieces, it is possible to apply spectral coatings with different curing characteristics, to thermal absorber that acts as a single thermal mass. the pieces within each thermal absorber are sized in a proportion that thermally balances the absorber's thermal sensitivity between short-wave and long-wave far infrared radiant energy.","net solar radiometer with thermally balanced spectral response disclosed is a net radiometer that measures the net difference between incoming solar and outgoing terrestrial radiant flux energy in the combined short-wave and long-wave far infrared spectral range. in accordance with principles of the invention, a balanced net radiometer can be constructed where each thermal absorber is formed from two separate pieces joined together to form a single thermal mass. within each thermal absorber, each piece is coated with a separate surface coating of different spectral sensitivity. by constructing an absorber from two separate pieces, it is possible to apply spectral coatings with different curing characteristics, to thermal absorber that acts as a single thermal mass. the pieces within each thermal absorber are sized in a proportion that thermally balances the absorber's thermal sensitivity between short-wave and long-wave far infrared radiant energy.",gene_method_growth; say_modify_comprise; level_feature_maintain; soybean_acid_composition; value_area_use; plant_corn_invention; combination_reduce_temperature; solar_estimate_capture; image_spatial_acid
8294101,"

                    Net solar radiometer with thermally balanced spectral response                
","
            Disclosed is a net radiometer that measures the net difference between incoming solar and outgoing terrestrial radiant flux energy in the combined short-wave and long-wave far infrared spectral range. In accordance with principles of the invention, a balanced net radiometer can be constructed where each thermal absorber is formed from two separate pieces joined together to form a single thermal mass. Within each thermal absorber, each piece is coated with a separate surface coating of different spectral sensitivity. By constructing an absorber from two separate pieces, it is possible to apply spectral coatings with different curing characteristics, to thermal absorber that acts as a single thermal mass. The pieces within each thermal absorber are sized in a proportion that thermally balances the absorber's thermal sensitivity between short-wave and long-wave far infrared radiant energy.         ",net solar radiometer with thermally balanced spectral response,"disclosed is a net radiometer that measures the net difference between incoming solar and outgoing terrestrial radiant flux energy in the combined short-wave and long-wave far infrared spectral range. in accordance with principles of the invention, a balanced net radiometer can be constructed where each thermal absorber is formed from two separate pieces joined together to form a single thermal mass. within each thermal absorber, each piece is coated with a separate surface coating of different spectral sensitivity. by constructing an absorber from two separate pieces, it is possible to apply spectral coatings with different curing characteristics, to thermal absorber that acts as a single thermal mass. the pieces within each thermal absorber are sized in a proportion that thermally balances the absorber's thermal sensitivity between short-wave and long-wave far infrared radiant energy.","net solar radiometer with thermally balanced spectral response disclosed is a net radiometer that measures the net difference between incoming solar and outgoing terrestrial radiant flux energy in the combined short-wave and long-wave far infrared spectral range. in accordance with principles of the invention, a balanced net radiometer can be constructed where each thermal absorber is formed from two separate pieces joined together to form a single thermal mass. within each thermal absorber, each piece is coated with a separate surface coating of different spectral sensitivity. by constructing an absorber from two separate pieces, it is possible to apply spectral coatings with different curing characteristics, to thermal absorber that acts as a single thermal mass. the pieces within each thermal absorber are sized in a proportion that thermally balances the absorber's thermal sensitivity between short-wave and long-wave far infrared radiant energy.",gene_method_growth; say_modify_comprise; level_feature_maintain; soybean_acid_composition; value_area_use; plant_corn_invention; combination_reduce_temperature; solar_estimate_capture; image_spatial_acid
5750867,"

                    Maintenance of male-sterile plants                
","
            Transgenic plants that have, stably integrated into their nuclear genome, a maintainer gene comprising a fertility-restorer gene and a pollen-lethality gene. The plants can be used to maintain a homogeneous population of male-sterile plants.        ",maintenance of male-sterile plants,"transgenic plants that have, stably integrated into their nuclear genome, a maintainer gene comprising a fertility-restorer gene and a pollen-lethality gene. the plants can be used to maintain a homogeneous population of male-sterile plants.","maintenance of male-sterile plants transgenic plants that have, stably integrated into their nuclear genome, a maintainer gene comprising a fertility-restorer gene and a pollen-lethality gene. the plants can be used to maintain a homogeneous population of male-sterile plants.",soybean_product_content; combination_reduce_temperature; method_crop_use; gene_method_growth; grass_use_effective; value_area_use; level_feature_maintain; nitrogen_make_calcium; say_modify_comprise; water_soil_plant; plant_corn_invention; seed_plant_method; include_second_first
6528265,"

                    DNA markers for assessing seed purity and method of using DNA sequences for assessing seed purity                
","
            The invention relates to DNA markers specific to WA cytoplasmic male sterile lines of rice, for assessing seed purity and a method for ensuring the purity of cytoplasmic male sterile lines of rice using the said DNA based markers.        ",dna markers for assessing seed purity and method of using dna sequences for assessing seed purity,"the invention relates to dna markers specific to wa cytoplasmic male sterile lines of rice, for assessing seed purity and a method for ensuring the purity of cytoplasmic male sterile lines of rice using the said dna based markers.","dna markers for assessing seed purity and method of using dna sequences for assessing seed purity the invention relates to dna markers specific to wa cytoplasmic male sterile lines of rice, for assessing seed purity and a method for ensuring the purity of cytoplasmic male sterile lines of rice using the said dna based markers.",plant_corn_invention; method_crop_use; image_spatial_acid; soybean_acid_composition; gene_method_growth; seed_plant_method; base_information_back; acid_soybean_content; say_modify_comprise; include_second_first; soybean_product_content; combination_reduce_temperature; grass_use_effective; value_area_use; level_feature_maintain
0144533,"

                    GRASS FUNGAL ENDOPHYTES AND USES THEREOF                
","
            The invention provides isolated fungal endophytes and synthetic combinations thereof with host grass plants. Methods for inoculating grass plant with the endophytes, for propagating the grass-endophyte combinations, and for producing feeds and biofuels from grass-endophyte combinations are also provided.         ",grass fungal endophytes and uses thereof,"the invention provides isolated fungal endophytes and synthetic combinations thereof with host grass plants. methods for inoculating grass plant with the endophytes, for propagating the grass-endophyte combinations, and for producing feeds and biofuels from grass-endophyte combinations are also provided.","grass fungal endophytes and uses thereof the invention provides isolated fungal endophytes and synthetic combinations thereof with host grass plants. methods for inoculating grass plant with the endophytes, for propagating the grass-endophyte combinations, and for producing feeds and biofuels from grass-endophyte combinations are also provided.",plant_corn_invention; method_crop_use; image_spatial_acid; soybean_acid_composition; gene_method_growth; seed_plant_method; base_information_back; acid_soybean_content; say_modify_comprise; include_second_first; soybean_product_content; combination_reduce_temperature; grass_use_effective; value_area_use; level_feature_maintain; water_soil_plant
10845353,"

                                    Soil condition analysis system and process                                
","
                                    United States Patent 10845353                                ",soil condition analysis system and process,united states patent 10845353,soil condition analysis system and process united states patent 10845353,method_crop_use; plurality_equipment_datum; level_feature_maintain; least_time_control; water_soil_plant; nitrogen_make_calcium; seed_plant_method; base_information_back; say_modify_comprise; solar_estimate_capture
5554798,"

                    Fertile glyphosate-resistant transgenic corn plants                
","
            Fertile transgenic Zea mays (corn) plants which stably express heterologous DNA which is heritable are provided along with a process for producing said plants. The preferred process comprises the microprojectile bombardment of friable embryogenic callus from the plant to be transformed. The process may be applicable to other graminaceous cereal plants which have not proven stably transformable by other techniques.        ",fertile glyphosate-resistant transgenic corn plants,fertile transgenic zea mays (corn) plants which stably express heterologous dna which is heritable are provided along with a process for producing said plants. the preferred process comprises the microprojectile bombardment of friable embryogenic callus from the plant to be transformed. the process may be applicable to other graminaceous cereal plants which have not proven stably transformable by other techniques.,fertile glyphosate-resistant transgenic corn plants fertile transgenic zea mays (corn) plants which stably express heterologous dna which is heritable are provided along with a process for producing said plants. the preferred process comprises the microprojectile bombardment of friable embryogenic callus from the plant to be transformed. the process may be applicable to other graminaceous cereal plants which have not proven stably transformable by other techniques.,soybean_product_content; seed_plant_method; include_second_first; method_crop_use; least_time_control; solar_estimate_capture; base_information_back; nitrogen_make_calcium; gene_method_growth; say_modify_comprise; plant_corn_invention; water_soil_plant; grass_use_effective
9394210,"

                    Urea and nitrogen stabilizer compositions and methods and systems of making and using thereof                
","
            This invention relates to an improved urea-nitrogen stabilizer composition and methods, systems and apparatti for making thereof. The nitrogen stabilizer composition is incorporated into molten urea to result in a composition that contains less biuret, NMP, nitrogen stabilizer and/or impurities and provides an effective solid fertilizer. These compositions are useful in odor control.         ",urea and nitrogen stabilizer compositions and methods and systems of making and using thereof,"this invention relates to an improved urea-nitrogen stabilizer composition and methods, systems and apparatti for making thereof. the nitrogen stabilizer composition is incorporated into molten urea to result in a composition that contains less biuret, nmp, nitrogen stabilizer and/or impurities and provides an effective solid fertilizer. these compositions are useful in odor control.","urea and nitrogen stabilizer compositions and methods and systems of making and using thereof this invention relates to an improved urea-nitrogen stabilizer composition and methods, systems and apparatti for making thereof. the nitrogen stabilizer composition is incorporated into molten urea to result in a composition that contains less biuret, nmp, nitrogen stabilizer and/or impurities and provides an effective solid fertilizer. these compositions are useful in odor control.",method_crop_use; plurality_equipment_datum; level_feature_maintain; plant_corn_invention; image_spatial_acid; soybean_acid_composition; gene_method_growth; seed_plant_method; base_information_back; acid_soybean_content; say_modify_comprise; include_second_first; soybean_product_content; combination_reduce_temperature; grass_use_effective; value_area_use; least_time_control; nitrogen_make_calcium
